tokens,Original Sentence,Gold Sentence,Correction,Correct or Incorrect
23126,"Ang latest na narinig namin, bandang February ng 2023 sila magsisimula na kukunan daw sa ilang bahagi ng Europe.","Ang latest na narinig namin, bandang February ng 2023 sila magsisimula na kukunan daw sa ilang bahagi ng Europe.",replace_sila,Correct
22868,Sa ngayon ay nasa mabuting kondisyon na ang mag-ina.,Sa ngayon ay nasa mabuting kondisyon na ang mag-ina.,transform_insert_hyphen,Correct
16813,Naghahanda na si Dennis Trillo sa paglipad niya to Italy para dumalo sa 78th Venice International Film Festival na magsisimula sa September 1 hanggang 11.,Naghahanda na si Dennis Trillo sa paglipad niya to Italy para dumalo sa 78th Venice International Film Festival na magsisimula sa September 1 hanggang 11.,transform_verb_compact,Correct
7458,"Nauna nang sinabi ng Alphabet, parent company ng Google, na unang tatanggalin ang mga nagtatrabaho sa US at susunod sa mga opisina nila sa ibat ibang bansa dahil sa mga pinaiiral na labor laws.","Nauna nang sinabi ng Alphabet, parent company ng Google, na unang tatanggalin ang mga nagtatrabaho sa US at susunod sa mga opisina nila sa ibat ibang bansa dahil sa mga pinaiiral na labor laws.",transform_verb_contobj,Correct
6865,Kasalanan niya ba yon?,Kasalanan niya ba yon?,add_punc_qmark,Correct
9156,Bukod sa pag-arte ay nakahanda na rin si JC na sumabak sa pagkanta.,Bukod sa pag-arte ay nakahanda na rin si JC na sumabak sa pagkanta.,merge_space,Correct
14548,"Dapat na talaga na sarili na lang natin ang asahan para mag-survive, at together, mag-work para mas maging matibay.","Dapat na talaga na sarili na lang natin ang asahan para mag-survive, at together, mag-work para mas maging matibay.",transform_insert_hyphen,Correct
2818,"At si Catriona, tulad ni Pia, madalas maimbitahan sa ibat ibang event sa labas ng bansa. At bongga rin na may 12.2M follower na siya sa IG, ha!","At si Catriona, tulad ni Pia, madalas maimbitahan sa ibat ibang event sa labas ng bansa. At bongga rin na may 12.2M follower na siya sa IG, ha!",multiple_change_punc_period,Correct
13868,Sinabi ni Duterte na naglaan ang kanyang administrasyon ng P200 bilyon para tulungan ang mga pinakamahihirap na pamilyang naapektuhan ng ECQ.,Sinabi ni Duterte na naglaan ang kanyang administrasyon ng P200 bilyon para tulungan ang mga pinakamahihirap na pamilyang naapektuhan ng ECQ.,append_t1,Correct
1807,"Nangyayari ito matapos makahuli ng illegal Chinese vessel sa Bataan nitong Miyerkules, ""angkinin"" ng Tsina ang ilang bahagi ng West Philippine Sea at ibasura ng gobyerno ang UP-DND Accord — bagay na ginawa raw laban sa ""CPP-NPA recruitment"" sa Unibersidad ng Pilipinas.","Nangyayari ito matapos makahuli ng illegal Chinese vessel sa Bataan nitong Miyerkules, ""angkinin"" ng Tsina ang ilang bahagi ng West Philippine Sea at ibasura ng gobyerno ang UP-DND Accord — bagay na ginawa raw laban sa ""CPP-NPA recruitment"" sa Unibersidad ng Pilipinas.",transform_verb_compobj,Correct
9479,Kung hindi ka naman may power para bigyan ng exposure ang bagong talent?,Kung hindi ka naman may power para bigyan ng exposure ang bagong talent?,change_punc_qmark,Correct
21215,Balayo at mga kasamahan nito.,Balayo at mga kasamahan nito.,merge_space,Correct
4039,"Ilang beses daw siyang lumipat ng upuan, at binato umano siya ni Johnny ng ice cubes at utensils.","Ilang beses daw siyang lumipat ng upuan, at binato umano siya ni Johnny ng ice cubes at utensils.",transform_case_lower,Correct
5795,"Tulad ng inaasahan ng madlang pipol, mabilis na namang nagsagawa ng relief operations ang Kapamilya actress-philanthropist na si Angel Locsin para sa mga biktima ng super typhoon Odette.","Tulad ng inaasahan ng madlang pipol, mabilis na namang nagsagawa ng relief operations ang Kapamilya actress-philanthropist na si Angel Locsin para sa mga biktima ng super typhoon Odette.",transform_split_space,Correct
7497,"Napag-alaman na sa ilalim ng One COVID-19 allowance, ang mga health worker na nasa kategorya ng high risk ay tatanggap ng P9,000 kada buwan, P6,000 sa moderate risk at P3,000 sa low risk.","Napag-alaman na sa ilalim ng One COVID-19 allowance, ang mga health worker na nasa kategorya ng high risk ay tatanggap ng P9,000 kada buwan, P6,000 sa moderate risk at P3,000 sa low risk.",transform_case_lower,Correct
3405,Sana nga ay maging ok ang lahat sa kilalang showbiz personality na ito.,Sana nga ay maging ok ang lahat sa kilalang showbiz personality na ito.,transform_case_lower,Correct
10884,Mahaba ba ang balahibo o hindi.,Mahaba ba ang balahibo o hindi.,append_t1,Correct
13568,"Nang mabalitaan ni Herodes ang tungkol kay Hesus, inaakala niyang nabuhay muli si Juan na Tagapag-bautismo na pinapugutan niya ng ulo.","Nang mabalitaan ni Herodes ang tungkol kay Hesus, inaakala niyang nabuhay muli si Juan na Tagapag-bautismo na pinapugutan niya ng ulo.",transform_verb_incobj,Correct
5310,"Dito hinarang ng BOC katuwang ang PDEA ang kargamento na naglalaman ng dalawang unit ng Electric Air Pot Flask, ngunit nakasiksik sa loob ng mga ito ang limang pakete na naglalaman ng puting pulbos.","Dito hinarang ng BOC katuwang ang PDEA ang kargamento na naglalaman ng dalawang unit ng Electric Air Pot Flask, ngunit nakasiksik sa loob ng mga ito ang limang pakete na naglalaman ng puting pulbos.",transform_case_lower,Correct
12284,Nagpaalala naman ang kaanak ni Victorio sa publiko na sundin ang health protocols.,Nagpaalala naman ang kaanak ni Victorio sa publiko na sundin ang health protocols.,change_punc_period,Correct
12230,Ilang tips ang ibinahagi ng Philippine General Hospital (PGH) sa publiko hinggil sa mga essential medical equipment na maaaring kailanganin sakaling mapilitang mag-home quarantine dahil sa COVID-19.,Ilang tips ang ibinahagi ng Philippine General Hospital (PGH) sa publiko hinggil sa mga essential medical equipment na maaaring kailanganin sakaling mapilitang mag-home quarantine dahil sa COVID-19.,change_punc_period,Correct
7979,"Itinanggi naman ni Pacquiao ang akusasyon na vote buying, at iginiit na ginagawa niya ito bilang pagtulong at walang election offense dahil ginagamit naman niya ang kanyang sariling pera.","Itinanggi naman ni Pacquiao ang akusasyon na vote buying, at iginiit na ginagawa niya ito bilang pagtulong at walang election offense dahil ginagamit naman niya ang kanyang sariling pera.",transform_verb_incobj,Correct
811,Sa Instagram stories ni Ellen ay makikita silang nag-e-enjoy habang nag-iinuman.,Sa Instagram stories ni Ellen ay makikita silang nag-e-enjoy habang nag-iinuman.,transform_verb_contobj,Correct
23045,"Sa ulat ni Ivy Hernando sa GMA Regional Tv ""Balitang Amianan"" nitong Lunes, makikita sa kuha ng CCTV camera sa public market ng San Vicente, na naglalakad ang biktimang si Jason Pilot, 21-anyos.","Sa ulat ni Ivy Hernando sa GMA Regional Tv ""Balitang Amianan"" nitong Lunes, makikita sa kuha ng CCTV camera sa public market ng San Vicente, na naglalakad ang biktimang si Jason Pilot, 21-anyos.",replace_ng,Correct
77,Mayorya anya ng mga mambabatas na miyembro ng kaniyang panel ang bumoto sa kanilang irerekomendang hatol kay Teves.,Mayorya anya ng mga mambabatas na miyembro ng kaniyang panel ang bumoto sa kanilang irerekomendang hatol kay Teves.,delete,Correct
2375,"At dahil naungkat ang isyu ng prostate cancer, alam nyo ba na may mga pag-aaral na ang prostate cancer ay nagsisimula basta ang isang lalaki ay umabot na sa panahon ng “andropose.” Iyan ang panahon na ang isang lalaki ay hindi na aktibo sa sex. Kumbaga sa babae ay menopause naman.","At dahil naungkat ang isyu ng prostate cancer, alam nyo ba na may mga pag-aaral na ang prostate cancer ay nagsisimula basta ang isang lalaki ay umabot na sa panahon ng “andropose.” Iyan ang panahon na ang isang lalaki ay hindi na aktibo sa sex. Kumbaga sa babae ay menopause naman.",multiple_add_punc_period,Correct
9201,"Kaugnay nito, sinabi ni David na nakapagtala ang Department of Health (DOH) ng 752 bagong COVID-19 cases nitong Sabado, sanhi upang umabot na ang aktibong kaso ng sakit sa kabuuang 12,518.","Kaugnay nito, sinabi ni David na nakapagtala ang Department of Health (DOH) ng 752 bagong COVID-19 cases nitong Sabado, sanhi upang umabot na ang aktibong kaso ng sakit sa kabuuang 12,518.",transform_verb_compact,Correct
14778,"Kaya naisipan ni Bryan, ilagay ang tatlong kulay ng mga bagets.","Kaya naisipan ni Bryan, ilagay ang tatlong kulay ng mga bagets.",add_punc_period,Correct
8245,Karamihan sa mga nagpa-booster shot ay mula sa National Capital Region (NCR) habang ang Bangsamoro Region at iba pang mga lalawigan ay mababa pa rin ang vaccination rate.,Karamihan sa mga nagpa-booster shot ay mula sa National Capital Region (NCR) habang ang Bangsamoro Region at iba pang mga lalawigan ay mababa pa rin ang vaccination rate.,transform_case_lower,Correct
17319,Ngunit ipinaalala niya na ang pagpapabakuna ay isa lamang sa uri ng paglaban sa virus kung saan pangunahin pa rin ang disiplina ng mamamayan.,Ngunit ipinaalala niya na ang pagpapabakuna ay isa lamang sa uri ng paglaban sa virus kung saan pangunahin pa rin ang disiplina ng mamamayan.,replace_rin,Correct
2576,Ang Pilipinas na lamang ang bansa sa ASEAN na hindi kasama sa RCEP kaya hiniling ni Pangulong Ferdinand Marcos Jr. na agarang ratipikahan ang tratado.,Ang Pilipinas na lamang ang bansa sa ASEAN na hindi kasama sa RCEP kaya hiniling ni Pangulong Ferdinand Marcos Jr. na agarang ratipikahan ang tratado.,multiple_capital,Correct
20030,"Giit ng pangulo ng ECOP, kung maisasabatas ang naturang panukala ay malaki ang posibilidad na bawiin naman ito ng mga negosyante sa kanilang mga ibinebentang produkto na magiging dahilan ng pagtaas ng presyo ng mga bilihin at serbisyo.","Giit ng pangulo ng ECOP, kung maisasabatas ang naturang panukala ay malaki ang posibilidad na bawiin naman ito ng mga negosyante sa kanilang mga ibinebentang produkto na magiging dahilan ng pagtaas ng presyo ng mga bilihin at serbisyo.",replace_ng,Correct
5251,"Sa napi­pintong pagkumpleto ng ating committee report, umaapela ako kay Pangulong Rodrigo Duterte na sertipikahan bilang urgent ang pagpapasa ng early voting law at gawing maayos at ligtas ang paglilipat ng liderato bilang bahagi ng kanyang pamana, panawagan ni Marcos.","Sa napi­pintong pagkumpleto ng ating committee report, umaapela ako kay Pangulong Rodrigo Duterte na sertipikahan bilang urgent ang pagpapasa ng early voting law at gawing maayos at ligtas ang paglilipat ng liderato bilang bahagi ng kanyang pamana, panawagan ni Marcos.",append_t1,Correct
15673,"Si Sotto ay unang sumailalim sa RT-PCR test nitong Linggo at nagsimulang mag-quarantine matapos na ma-exposed sa kanyang driver na, na nagpositibo sa virus at nitong Biyernes lamang ay tuluyan nang binawian ng buhay.","Si Sotto ay unang sumailalim sa RT-PCR test nitong Linggo at nagsimulang mag-quarantine matapos na ma-exposed sa kanyang driver na, na nagpositibo sa virus at nitong Biyernes lamang ay tuluyan nang binawian ng buhay.",add_punc_period,Correct
22884,"Sa ngayon sa sobrang ganda ng pakaka-fake, hindi mo na masasabi minsan lalo na kapag kunyari hindi ka expert. Minsan kahit expert napepeke pa eh, saad ni Uy.","Sa ngayon sa sobrang ganda ng pakaka-fake, hindi mo na masasabi minsan lalo na kapag kunyari hindi ka expert. Minsan kahit expert napepeke pa eh, saad ni Uy.",multiple_add_punc_period,Correct
5080,"Samantala, ganito rin ang palagay ng political analyst na si Victor Andres Manhit, presidente ng think-tank Albert del Rosario Institute for Strategic and International Studies na ang naranasang kahirapan, gutom, kawalang trabaho, pagtaas ng presyo ng bilihin at pandemic ang malaking isyu sa 2022 election.","Samantala, ganito rin ang palagay ng political analyst na si Victor Andres Manhit, presidente ng think-tank Albert del Rosario Institute for Strategic and International Studies na ang naranasang kahirapan, gutom, kawalang trabaho, pagtaas ng presyo ng bilihin at pandemic ang malaking isyu sa 2022 election.",replace_rin,Correct
16074,Nag-ugat ang pagpatay nang sitahin ng suspek angsasakyan ng biktima na nakaparada sa basketball court ng subdivision na nakakaistorbo umano sa paglalaro ng mga residente rito kung saan ang suspek ay security officers ng HOA ng subdibisyon.,Nag-ugat ang pagpatay nang sitahin ng suspek angsasakyan ng biktima na nakaparada sa basketball court ng subdivision na nakakaistorbo umano sa paglalaro ng mga residente rito kung saan ang suspek ay security officers ng HOA ng subdibisyon.,transform_split_hyphen,Correct
13933,"Sa nasabing pagpupulong, sinabi ni BTA Chairman Murad na hinirit ng BTA na ipagpaliban ang eleksyon sa BARMM batay na rin sa ginawa nilang pag-aaral at mga naranasang hamon na hindi magtatagumpay ang wastong implementasyon sa aspetong pulitikal at sa normalisasyon dito na naging dahilan upang batikusin ito ni Rep.","Sa nasabing pagpupulong, sinabi ni BTA Chairman Murad na hinirit ng BTA na ipagpaliban ang eleksyon sa BARMM batay na rin sa ginawa nilang pag-aaral at mga naranasang hamon na hindi magtatagumpay ang wastong implementasyon sa aspetong pulitikal at sa normalisasyon dito na naging dahilan upang batikusin ito ni Rep.",replace_dito,Correct
7831,"Marami kang nami-meet na mga idols mo at mga hinahangaan mong tao, ani Joey sa nasabing presscon na ginanap last December 12, sa Winford Hotel Manila.","Marami kang nami-meet na mga idols mo at mga hinahangaan mong tao, ani Joey sa nasabing presscon na ginanap last December 12, sa Winford Hotel Manila.",add_punc_period,Correct
7725,Pagkatapos nito ay aarte naman umano ang mga ito na na-hold sa immigration o ibang ahensya ng gobyerno at hihingi ng pera sa kanilang biktima para tubusin sila.,Pagkatapos nito ay aarte naman umano ang mga ito na na-hold sa immigration o ibang ahensya ng gobyerno at hihingi ng pera sa kanilang biktima para tubusin sila.,transform_verb_contobj,Correct
16698,"Naku, parang bumata ang hitsura niya. Para lang siyang kapatid ni Lovi, huh! na sa totoo lang naman talaga, at hindi ako nagpapalusot lang dahil hindi ko nga siya namukhaan agad.","Naku, parang bumata ang hitsura niya. Para lang siyang kapatid ni Lovi, huh! na sa totoo lang naman talaga, at hindi ako nagpapalusot lang dahil hindi ko nga siya namukhaan agad.",multiple_change_punc_emark,Correct
9115,"Nag-aaral ang panganay niya na si Lorin Gutierrez sa Pepperdine University, pero nagbabalak si Ruffa na magbakasyon silang tatlo sa Europe kapag school break nito.","Nag-aaral ang panganay niya na si Lorin Gutierrez sa Pepperdine University, pero nagbabalak si Ruffa na magbakasyon silang tatlo sa Europe kapag school break nito.",transform_insert_hyphen,Correct
21784,Doon ay may natagpuan ang otoridad na supply cache ng mga rebelde at mga sangkap umano sa pampasabog.,Doon ay may natagpuan ang otoridad na supply cache ng mga rebelde at mga sangkap umano sa pampasabog.,replace_doon,Correct
1431,"Ang batikang broadcast journalist at GMA News pillar na si Jessica Soho, binalikan ang panahon nang matutukan niya ang paraan ng pagtatrabaho ni Ramos na nagsisimulang bumangon ng 4:00 am.","Ang batikang broadcast journalist at GMA News pillar na si Jessica Soho, binalikan ang panahon nang matutukan niya ang paraan ng pagtatrabaho ni Ramos na nagsisimulang bumangon ng 4:00 am.",replace_nang,Correct
17935,"Natakot din po 'yun sir eh, mai-impound 'yung motor niya tapos matiketan, sabi ng suspek, na nagtamo ng mga sugat sa kaliwang binti at balikat.","Natakot din po 'yun sir eh, mai-impound 'yung motor niya tapos matiketan, sabi ng suspek, na nagtamo ng mga sugat sa kaliwang binti at balikat.",add_punc_period,Correct
4529,Sinubukan daw mag-overtake ng van sa tricycle subalit nag-alangan ito at nasalpok sa likod ang tricycle.,Sinubukan daw mag-overtake ng van sa tricycle subalit nag-alangan ito at nasalpok sa likod ang tricycle.,transform_split_space,Correct
11662,"Nagpalipad din ng mga kalapati sa seremonya bilang patunay na sila ay maaari nang makihalo sa civil society ng malaya, may pag-asa at kapanatagan habang sinunog naman ang mga bandila ng NDF, KMU at Gabriella sa harap ng kapulisan.","Nagpalipad din ng mga kalapati sa seremonya bilang patunay na sila ay maaari nang makihalo sa civil society ng malaya, may pag-asa at kapanatagan habang sinunog naman ang mga bandila ng NDF, KMU at Gabriella sa harap ng kapulisan.",append_t1,Correct
19702,"Sa naturang bilang ng mga aktibong kaso, 95.3.","Sa naturang bilang ng mga aktibong kaso, 95.3.",add_punc_period,Correct
2726,"Babala ni Chua, kung hindi tutugma ang ibibigay na suporta sa mga magsasaka para sa magiging produksyon ng ani, magiging problema umano na maibaba ang presyo ng bigas sa P10-P30 per kilo.","Babala ni Chua, kung hindi tutugma ang ibibigay na suporta sa mga magsasaka para sa magiging produksyon ng ani, magiging problema umano na maibaba ang presyo ng bigas sa P10-P30 per kilo.",transform_verb_contobj,Correct
