Original Sentence,Gold Sentence,Correction,Correct or Incorrect
Inanunsiyo mismo ito ni San Antonio Mayor Arvin Salonga at sinabing iniimbitahan ang mga gun owners at gun enthusiasts sa Nueva Ecija na pumila na sa nasabing caravan upang magkapag-renew ng lisensya sa baril o magfile ng bagong aplikasyon.,Inanunsiyo mismo ito ni San Antonio Mayor Arvin Salonga at sinabing iniimbitahan ang mga gun owners at gun enthusiasts sa Nueva Ecija na pumila na sa nasabing caravan upang magkapag-renew ng lisensya sa baril o mag-file ng bagong aplikasyon.,transform_insert_hyphen,Incorrect
"Naku ayaw naming paniwalaan dahil hindi naman desperadang tao si Toni na gustong maging number one sa lahat ng ginagawa niya, huh?","Naku ayaw naming paniwalaan dahil hindi naman desperadang tao si Toni na gustong maging number one sa lahat ng ginagawa niya, huh!",change_punc_emark,Incorrect
"Dami rin kasing mga Pinoy abroad ang super fans ng Aegis, huh","Dami rin kasing mga Pinoy abroad ang super fans ng Aegis, huh!",add_punc_emark,Incorrect
"Samahan si FPJ sa Ang Padrino sa kanyang pagganap bumibilang si Emong, na kinikilalang “padrino” sa kanyang bayan dahil sa kakayahan nitong ayusin ang anumang gusot.","Samahan si FPJ sa Ang Padrino sa kanyang pagganap bilang si Emong, na kinikilalang “padrino” sa kanyang bayan dahil sa kakayahan nitong ayusin ang anumang gusot.",transform_verb_base,Incorrect
"May average na 470,000 sinakyan na ang bumibiyahe ngayon sa EDSA kada araw at inaasahan pang tataas habang papalapit ang Pasko at Bagong Taon, ayon sa Metropolitan Manila Development Authority.","May average na 470,000 sasakyan na ang bumibiyahe ngayon sa EDSA kada araw at inaasahan pang tataas habang papalapit ang Pasko at Bagong Taon, ayon sa Metropolitan Manila Development Authority.",transform_verb_contobj,Incorrect
Initially hindi namin tinray siguro kasi nga ang layo tapos ang gastos kung nagkikita kami palagi.,Initially hindi namin tinray siguro kasi nga ang layo tapos ang gastos kung magkikita kami palagi.,transform_verb_contact,Incorrect
"Bagamat pumasa na sa ikatlo at huling pagdinig ng Kamara ang panukalang Bayanihan 3 — na planong magbigay ng P2,000 sa bawat Pilipino ma hirap man o mayaman — hindi pa rin gaano umuusad ang counterpart bill nito sa Senado.","Bagamat pumasa na sa ikatlo at huling pagdinig ng Kamara ang panukalang Bayanihan 3 — na planong magbigay ng P2,000 sa bawat Pilipino mahirap man o mayaman — hindi pa rin gaano umuusad ang counterpart bill nito sa Senado.",merge_space,Incorrect
May nakabinbing petisyon sa Commission on Elections (Comelec) para pagaralan at magpasya kung kaninong paksiyon ang kikilalanin ng Comelec.,May nakabinbing petisyon sa Commission on Elections (Comelec) para pag-aralan at magpasya kung kaninong paksiyon ang kikilalanin ng Comelec.,transform_insert_hyphen,Incorrect
"sa ulat ni Darlene Cay sa GMA News TV ""Balitanghali"" nitong Biyernes, maririnig sa dash cam ng babaeng driver na itinago sa pangalang ""Christina,"" ang mga pangyayari nang madisgrasya siya noong Linggo ng gabi sa Doña Soledad Avenue sa Parañaque.","Sa ulat ni Darlene Cay sa GMA News TV ""Balitanghali"" nitong Biyernes, maririnig sa dash cam ng babaeng driver na itinago sa pangalang ""Christina,"" ang mga pangyayari nang madisgrasya siya noong Linggo ng gabi sa Doña Soledad Avenue sa Parañaque.",transform_case_capital,Incorrect
Ang dami rin ngayong artista na sumasama sa political rally.,Ang dami rin ngayong mga artista na sumasama sa political rally.,append_t1,Incorrect
"ipinangako na ibibigay ito noong Mayo 25 subalit hindi umano ito natupad, ayon kay Basilio.","Ipinangako na ibibigay ito noong Mayo 25 subalit hindi umano ito natupad, ayon kay Basilio.",transform_case_capital,Incorrect
Pero yung pag-prepare ng oatmeal ngayon modernized na di ba,Pero yung pag-prepare ng oatmeal ngayon modernized na di ba?,add_punc_qmark,Incorrect
"Amin pa ni Dennis, noong nandoon pa sila sa Dallas habang inaayos ang surrogacy plans nila ay nag-request na sila na sana baby girl ang lumabas kaso noong nabuo raw ang embryo ay lalaki raw ang gender? Pero happy pa rin naman daw sila kung sakaling lalaki ang kanilang maging baby.","Amin pa ni Dennis, noong nandoon pa sila sa Dallas habang inaayos ang surrogacy plans nila ay nag-request na sila na sana baby girl ang lumabas kaso noong nabuo raw ang embryo ay lalaki raw ang gender. Pero happy pa rin naman daw sila kung sakaling lalaki ang kanilang maging baby.",multiple_change_punc_period,Incorrect
Sinabi ni Health UNDERSECRETARY Maria Rosario Vergeire na 110 biyahero mula sa India ang sumailalim sa COVID-19 testing at anim sa kanila ang nagpositibo sa virus.,Sinabi ni Health Undersecretary Maria Rosario Vergeire na 110 biyahero mula sa India ang sumailalim sa COVID-19 testing at anim sa kanila ang nagpositibo sa virus.,transform_case_capital,Incorrect
Handang-handa na talagang mag-pop si Jessy Mendiola!,Handang-handa na talagang mag-pop si Jessy Mendiola.,change_punc_period,Incorrect
Sinabi ni Villar na mahalaga ang magkaroon ng kaalaman ang publiko tungkol sa naturang usapin para mabawasan ang kaso ng mga pangaabuso at karahasan sa mga babae at mga bata.--FRJ.,Sinabi ni Villar na mahalaga ang magkaroon ng kaalaman ang publiko tungkol sa naturang usapin para mabawasan ang kaso ng mga pang-aabuso at karahasan sa mga babae at mga bata.--FRJ.,transform_insert_hyphen,Incorrect
"Hindi na muna ibinigay ang buong detalye pero, pitong Kapuso artists raw ang involved dito na tagung-tago kung sino ang mga ito.","Hindi na muna ibinigay ang buong detalye pero, pitong Kapuso artists daw ang involved dito na tagung-tago kung sino ang mga ito.",replace_daw,Incorrect
"May ilan namang minabuti nilang hihindian na lang panoorin, at nilagpasan na nila ito sa sampung pelikulang napapanood sa Upstream.ph.","May ilan namang minabuti nilang hindi na lang panoorin, at nilagpasan na nila ito sa sampung pelikulang napapanood sa Upstream.ph.",transform_verb_base,Incorrect
"Naglagay rin ang ‘OKBet’, ang nangungunang Pinoy gaming platform sa bansa, ng ispesyal na booth kung saan namahagi ng mga regalo at papremyo tulad ng mga t-shirts at lanyards para sa mga masuwerteng manonood gayundin ang meet-and-greet sa mga players players.","Naglagay rin ang ‘OKBet’, ang nangungunang Pinoy gaming platform sa bansa, ng ispesyal na booth kung saan namahagi ng mga regalo at papremyo tulad ng mga t-shirts at lanyards para sa mga masuwerteng manonood gayundin ang meet-and-greet sa mga players.",delete,Incorrect
Hintayin nating nating magkaanak ang female star.,Hintayin nating magkaanak ang female star.,delete,Incorrect
Nabanggit din na maraming nagbibigay sa kanilang donors at lahat ay nakalista at isa rin si VP Leni sa tulong mag-repack ng lahat ng kanilang ipinamamahagi.,Nabanggit din na maraming nagbibigay sa kanilang donors at lahat ay nakalista at isa rin si VP Leni sa tumutulong mag-repack ng lahat ng kanilang ipinamamahagi.,transform_verb_incact,Incorrect
"Kami po, kumbaga wala naman kaming ginagawang masama, ginagawa lang po namin 'yung kung saang paraan kami nag-e-enjoy at kung saan kami nag excel sa tingin namin.","Kami po, kumbaga wala naman kaming ginagawang masama, ginagawa lang po namin 'yung kung saang paraan kami nag-e-enjoy at kung saan kami nag-excel sa tingin namin.",merge_hyphen,Incorrect
"Makikita rin ang pagdating ng SUV na minamaneho ni Raymond Sapirain, at dire diretsong nahagip ang biktima at nagulungan.","Makikita rin ang pagdating ng SUV na minamaneho ni Raymond Sapirain, at dire-diretsong nahagip ang biktima at nagulungan.",merge_hyphen,Incorrect
"Una nang itinanggi ng MSDC na sila ang may-ari ng nasabing lugar, habang idinidiing wala raw silang interes bilhin ang nasabing lupa!","Una nang itinanggi ng MSDC na sila ang may-ari ng nasabing lugar, habang idinidiing wala raw silang interes bilhin ang nasabing lupa.",change_punc_period,Incorrect
Hindi siya yung yung batang lakwatsera.,Hindi siya yung batang lakwatsera.,delete,Incorrect
Narekober di to ang isang cal.45.,Narekober dito ang isang cal.45.,merge_space,Incorrect
"Ang ganda nang explanation ng mga doctor, ang pinakamahusay na bakuna yung available.","Ang ganda ng explanation ng mga doctor, ang pinakamahusay na bakuna yung available.",replace_ng,Incorrect
"Bilang patunay umano ay mayroon na silang 15,000 signatures na miyembro ng partido na mayroong mga numero na kahit anong oras ay maaaring i confirm kung pumirma ba sila o hindi.","Bilang patunay umano ay mayroon na silang 15,000 signatures na miyembro ng partido na mayroong mga numero na kahit anong oras ay maaaring i-confirm kung pumirma ba sila o hindi.",merge_hyphen,Incorrect
"Sakay ngtatlong SUV ang mga biktima at patungo sana sa Datu Saudi Ampatuan nang tambangan sila sa Barangay Kalumamis sa Guindulungan, Maguindanao.","Sakay ng tatlong SUV ang mga biktima at patungo sana sa Datu Saudi Ampatuan nang tambangan sila sa Barangay Kalumamis sa Guindulungan, Maguindanao.",transform_split_space,Incorrect
"Sa amin ang sakop namin yung pang-aabusong gagawa kahit walang baril na nilabas siya, nakita namin is para kasuhan siya, dagdag ni Manalad.","Sa amin ang sakop namin yung pang-aabusong ginawa kahit walang baril na nilabas siya, nakita namin is para kasuhan siya, dagdag ni Manalad.",transform_verb_compobj,Incorrect
"Baguio CITY, Philippines — Tatlo katao ang sugatan matapos ang walang habas na pamamaril ng isang jeepney driver na nasawi rin matapos namang mabundol ng sasakyan habang tumatakas sa may Naguillan Road, Brgy! Quezon Hill ng lungsod na ito, kamakalawa ng gabi.","Baguio CITY, Philippines — Tatlo katao ang sugatan matapos ang walang habas na pamamaril ng isang jeepney driver na nasawi rin matapos namang mabundol ng sasakyan habang tumatakas sa may Naguillan Road, Brgy. Quezon Hill ng lungsod na ito, kamakalawa ng gabi.",multiple_change_punc_period,Incorrect
Ang iba naman ay nagsabing hihingi pa sila ng permiso sa mother company kung papayagan silang isiwalat sa komite ang presyo ng binentang bakuna,Ang iba naman ay nagsabing hihingi pa sila ng permiso sa mother company kung papayagan silang isiwalat sa komite ang presyo ng binentang bakuna.,add_punc_period,Incorrect
Nakumpiska sa dalawang suspek ang hinihinalang shabu na tumitimbang nang 10.5.,Nakumpiska sa dalawang suspek ang hinihinalang shabu na tumitimbang ng 10.5.,replace_ng,Incorrect
"Almanza Dos, Las Piñas City samantalang hindi naman nakilala ang suspek na mabilis na nag laho matapos ang pamamaril.","Almanza Dos, Las Piñas City samantalang hindi naman nakilala ang suspek na mabilis na naglaho matapos ang pamamaril.",merge_space,Incorrect
Inilahad rin Jelai ang mga pagbabago sa kaniyang buhay nang maging kilalang vlogger.,Inilahad din Jelai ang mga pagbabago sa kaniyang buhay nang maging kilalang vlogger.,replace_din,Incorrect
Nakadiskubre ang mga health experts sa United Kingdom ng ‘sub-type’ ng Delta variant ng COVID-19 na posibleng mas lalo pang nakakahawa bagamat patuloy ang pag-aaral ukol dito!,Nakadiskubre ang mga health experts sa United Kingdom ng ‘sub-type’ ng Delta variant ng COVID-19 na posibleng mas lalo pang nakakahawa bagamat patuloy ang pag-aaral ukol dito.,change_punc_period,Incorrect
"Nauna nang magsasabi ng PTEs nitong linggo na handa na sila para sa registration process, subalit inaasahan umano ang “birthing pains” sa inisyal na implementasyon ng panukala.","Nauna nang sinabi ng PTEs nitong linggo na handa na sila para sa registration process, subalit inaasahan umano ang “birthing pains” sa inisyal na implementasyon ng panukala.",transform_verb_compobj,Incorrect
"Nakakaawa kasi nakalapag sa sahig eh 12 noon, sobrang init nu'n kaya kinuha ko na niya agad, sabi ni Ruiz.","Nakakaawa kasi nakalapag sa sahig eh 12 noon, sobrang init nu'n kaya kinuha ko na siya agad, sabi ni Ruiz.",replace_siya,Incorrect
"Kundi nga lang daw may baby siya na six-month old pa lang, pupunta din daw siya sa Baguio para magbakasyon sila ng kanyang mister dahil nagustuhan niya ang hitsura ng lugar na yon nang mapanood niya sa pelikula.","Kundi nga lang daw may baby siya na six-month old pa lang, pupunta rin daw siya sa Baguio para magbakasyon sila ng kanyang mister dahil nagustuhan niya ang hitsura ng lugar na yon nang mapanood niya sa pelikula.",replace_rin,Incorrect
"Pero ano e, ramdam mo pa rin ang kawalan ng isang tao na minahal nyo na kasama niya from the very start, and I think siya yung parang nagiging strength ko rin pagka tinutuloy yung trabaho as the writer.","Pero ano e, ramdam mo pa rin ang kawalan ng isang tao na minahal nyo na kasama siya from the very start, and I think siya yung parang nagiging strength ko rin pagka tinutuloy yung trabaho as the writer.",replace_siya,Incorrect
Hindi niya alam na ang actor / model ay nakakita ng kanyang ka-deal sa isang coffee shop na kasama ang isang girlfriend.,Hindi niya alam na ang actor / model ay nakikita ng kanyang ka-deal sa isang coffee shop na kasama ang isang girlfriend.,transform_verb_incobj,Incorrect
"Sabi namin sa mga airlines, kung pwede mag operate sila ng mga additional flights or mag-upgrade sila ng mga aircraftGawin ni lang mas malaki maraming seats para ma-accommodate natin ang maraming pasahero, said DoTr Secretary Jaime Bautista.","Sabi namin sa mga airlines, kung pwede mag operate sila ng mga additional flights or mag-upgrade sila ng mga aircraftGawin nilang mas malaki maraming seats para ma-accommodate natin ang maraming pasahero, said DoTr Secretary Jaime Bautista.",merge_space,Incorrect
Ang tinutukoy ni Guanzon ay si DTI Undersecretary Ruth Castelo na inulan ng kritisismo ng sabihin na kasya ang P500 budget para sa tradisyonal na hapunan sa bisperas ng Pasko.,Ang tinutukoy ni Guanzon ay si DTI Undersecretary Ruth Castelo na inulan ng kritisismo nang sabihin na kasya ang P500 budget para sa tradisyonal na hapunan sa bisperas ng Pasko.,replace_nang,Incorrect
"Yup, ganun raw kalaki kaya sa three months, P7.2.","Yup, ganun daw kalaki kaya sa three months, P7.2.",replace_daw,Incorrect
"Ayon sa mga kapitbahay, nadinig nila ang iniiyakan ng bata noong Lunes ng gabi.","Ayon sa mga kapitbahay, nadinig nila ang iyak ng bata noong Lunes ng gabi.",transform_verb_base,Incorrect
"Agree naman ako riyan, dahil iba dito sa atin at hindi dapat ikumpara sa ibang bansa.","Agree naman ako riyan, dahil iba rito sa atin at hindi dapat ikumpara sa ibang bansa.",replace_rito,Incorrect
Niya rin ang nagbibitbit ng kaniyang mga gamit kapag may trabaho at nakiki-angkas lang dahil wala pa siyang sasakyan noon.,Siya rin ang nagbibitbit ng kaniyang mga gamit kapag may trabaho at nakiki-angkas lang dahil wala pa siyang sasakyan noon.,replace_siya,Incorrect
Kagyat na may bisa ang memong ito sa limbag na petsa sa-itaas.,Kagyat na may bisa ang memong ito sa limbag na petsa sa itaas.,transform_split_hyphen,Incorrect
Tuloy ang mainit na ratsada nang San Beda University nang angkinin nito ang second gold medal sa NCAA Season 96 poomsae competitions na ginaganap via online.,Tuloy ang mainit na ratsada ng San Beda University nang angkinin nito ang second gold medal sa NCAA Season 96 poomsae competitions na ginaganap via online.,replace_ng,Incorrect
"Target sanasabing trials ang 15,000 volunteers na isasagawa sa Metro Manila sa huling mga araw ng Enero o mga unang linggo ng Pebrero.","Target sa nasabing trials ang 15,000 volunteers na isasagawa sa Metro Manila sa huling mga araw ng Enero o mga unang linggo ng Pebrero.",transform_split_space,Incorrect
"Ayon kay Ramil, humina na ang huli nila ng dalupapa sa kanilang lalawigan kaya dinala siya ang paraan ng panghuhuli ng giant pusit sa Romblon.","Ayon kay Ramil, humina na ang huli nila ng dalupapa sa kanilang lalawigan kaya dinala niya ang paraan ng panghuhuli ng giant pusit sa Romblon.",replace_niya,Incorrect
"Dalawang Nigerian national at apat na kasamahang Pinoy ang arestado matapos ang isinagawang buy-bust operation ng Philippine Drug Enforcement Agency (PDEA) sa Mabalacat, Pampanga, kamakalawa ng gabi","Dalawang Nigerian national at apat na kasamahang Pinoy ang arestado matapos ang isinagawang buy-bust operation ng Philippine Drug Enforcement Agency (PDEA) sa Mabalacat, Pampanga, kamakalawa ng gabi.",add_punc_period,Incorrect
Raw ang accuracy.,Daw ang accuracy.,replace_daw,Incorrect
"Kahit sinasabing marami-rami itong commercial load, malaki pa rin ang budget dahil sa rami nila at naglu location pa sila ng taping.","Kahit sinasabing marami-rami itong commercial load, malaki pa rin ang budget dahil sa rami nila at naglu-location pa sila ng taping.",merge_hyphen,Incorrect
