Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Hintayin nating nating magkaanak ang female star,Hintayin nating magkaanak ang female star,nating mag ang,[],"[{'token': 'VBOF', 'suggestions': ['DELETE_VBOF', 'DELETE_VBOF'], 'distances': [3, 4.2]}, {'token': 'PRP_CCP', 'suggestions': ['KEEP_PRP_CCP_PRP_CCP', 'KEEP_PRP_CCP_PRP_CCP', 'KEEP_PRP_CCP_PRP_CCP', 'KEEP_PRP_CCP_PRP_CCP'], 'distances': [3, 3.2, 4.2, 4.4]}, {'token': 'PMS', 'suggestions': ['SUBSTITUTE_PMS_VBW', 'SUBSTITUTE_PMS_VBW', 'DELETE_PMS', 'SUBSTITUTE_PMS_VBW', 'SUBSTITUTE_PMS_VBW'], 'distances': [3, 3.2, 3.4000000000000004, 4.2, 4.4]}, {'token': 'PRP_CCP', 'suggestions': ['SUBSTITUTE_PRP_CCP_DTC', 'SUBSTITUTE_PRP_CCP_DTC', 'KEEP_PRP_CCP_PRP_CCP', 'SUBSTITUTE_PRP_CCP_DTC', 'SUBSTITUTE_PRP_CCP_DTC'], 'distances': [3, 3.2, 3.4000000000000004, 4.2, 4.4]}, {'token': 'VBW', 'suggestions': ['DELETE_VBW', 'DELETE_VBW', 'KEEP_VBW_VBW', 'DELETE_VBW', 'DELETE_VBW'], 'distances': [3, 3.2, 3.4000000000000004, 4.2, 4.4]}, {'token': 'DTC', 'suggestions': ['DELETE_DTC', 'DELETE_DTC', 'KEEP_DTC_DTC', 'DELETE_DTC', 'DELETE_DTC'], 'distances': [3, 3.2, 3.4000000000000004, 4.2, 4.4]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'DELETE_FW', 'DELETE_FW', 'DELETE_FW'], 'distances': [3.2, 3.4000000000000004, 4.2, 4.4]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'DELETE_FW'], 'distances': [3.4000000000000004, 4.4]}]"
Hindi siya yung yung batang lakwatsera,Hindi siya yung batang lakwatsera,Hindi siya,[],"[{'token': 'RBF', 'suggestions': ['KEEP_RBF_RBF', 'KEEP_RBF_RBF', 'KEEP_RBF_RBF'], 'distances': [4.6000000000000005, 3.5999999999999996, 3.5999999999999996]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'SUBSTITUTE_PRS_RBI_CCP', 'SUBSTITUTE_PRS_PMS', 'SUBSTITUTE_PRS_PMS', 'SUBSTITUTE_PRS_PMS'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 3.2, 3.5999999999999996]}, {'token': 'PRO', 'suggestions': ['DELETE_PRO', 'DELETE_PRO', 'DELETE_PRO', 'SUBSTITUTE_PRO_JJD_CCP', 'SUBSTITUTE_PRO_JJD_CCP', 'SUBSTITUTE_PRO_JJD_CCP'], 'distances': [4.6000000000000005, 4.6000000000000005, 2.2, 3.5999999999999996, 3.2, 3.5999999999999996]}, {'token': 'PMS', 'suggestions': ['DELETE_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'DELETE_PMS', 'SUBSTITUTE_PMS_NNC', 'SUBSTITUTE_PMS_NNC'], 'distances': [4.6000000000000005, 4.6000000000000005, 2.2, 3.5999999999999996, 3.2, 3.5999999999999996]}, {'token': 'PRO_CCP', 'suggestions': ['DELETE_PRO_CCP', 'SUBSTITUTE_PRO_CCP_JJD', 'DELETE_PRO_CCP', 'DELETE_PRO_CCP', 'DELETE_PRO_CCP', 'DELETE_PRO_CCP'], 'distances': [4.6000000000000005, 4.6000000000000005, 2.2, 3.5999999999999996, 3.2, 3.5999999999999996]}, {'token': 'JJD_CCP', 'suggestions': ['DELETE_JJD_CCP', 'KEEP_JJD_CCP_JJD_CCP', 'DELETE_JJD_CCP', 'DELETE_JJD_CCP', 'DELETE_JJD_CCP'], 'distances': [4.6000000000000005, 2.2, 3.5999999999999996, 3.2, 3.5999999999999996]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'DELETE_NNC', 'DELETE_NNC'], 'distances': [2.2, 3.2, 3.5999999999999996]}]"
Narekober di to ang isang cal,Narekober dito ang isang cal,diabetes ang na cal,[],"[{'token': 'VBTS', 'suggestions': ['SUBSTITUTE_VBTS_FW', 'SUBSTITUTE_VBTS_FW'], 'distances': [2, 2]}, {'token': 'RBF', 'suggestions': ['SUBSTITUTE_RBF_DTC', 'DELETE_RBF', 'SUBSTITUTE_RBF_DTC'], 'distances': [2, 1, 2]}, {'token': 'FW', 'suggestions': ['SUBSTITUTE_FW_PRI_CCP', 'KEEP_FW_FW', 'SUBSTITUTE_FW_PRI_CCP'], 'distances': [2, 1, 2]}, {'token': 'DTC', 'suggestions': ['DELETE_DTC', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_NNC'], 'distances': [2, 1, 2]}, {'token': 'PRI_CCP', 'suggestions': ['DELETE_PRI_CCP', 'KEEP_PRI_CCP_PRI_CCP', 'DELETE_PRI_CCP'], 'distances': [2, 1, 2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'DELETE_NNC'], 'distances': [1, 2]}]"
Yup ganun raw kalaki kaya sa three months P,Yup ganun daw kalaki kaya sa three months P,na gaan pag alang sa three months,[],"[{'token': 'NNCA', 'suggestions': ['SUBSTITUTE_NNCA_CCP', 'SUBSTITUTE_NNCA_NNC'], 'distances': [4.6000000000000005, 3.5999999999999996]}, {'token': 'PRC', 'suggestions': ['SUBSTITUTE_PRC_NNC', 'SUBSTITUTE_PRC_LM', 'SUBSTITUTE_PRC_CCR', 'SUBSTITUTE_PRC_NNC'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 4.6000000000000005]}, {'token': 'RBI', 'suggestions': ['SUBSTITUTE_RBI_CCR', 'DELETE_RBI', 'SUBSTITUTE_RBI_NNC', 'SUBSTITUTE_RBI_CCT', 'SUBSTITUTE_RBI_CCR', 'SUBSTITUTE_RBI_NNC'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.5999999999999996, 4.6000000000000005, 4.6000000000000005]}, {'token': 'JJD', 'suggestions': ['SUBSTITUTE_JJD_CCT', 'KEEP_JJD_JJD', 'DELETE_JJD', 'SUBSTITUTE_JJD_NNC', 'SUBSTITUTE_JJD_FW', 'SUBSTITUTE_JJD_CCT', 'DELETE_JJD'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 3.5999999999999996, 4.6000000000000005, 4.6000000000000005]}, {'token': 'CCR', 'suggestions': ['DELETE_CCR', 'DELETE_CCR', 'KEEP_CCR_CCR', 'KEEP_CCR_CCR', 'DELETE_CCR', 'SUBSTITUTE_CCR_FW', 'KEEP_CCR_CCR'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 3.5999999999999996, 4.6000000000000005, 4.6000000000000005]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 3.5999999999999996, 4.6000000000000005, 4.6000000000000005]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'DELETE_FW', 'KEEP_FW_FW', 'KEEP_FW_FW'], 'distances': [4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 3.5999999999999996, 4.6000000000000005, 4.6000000000000005]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'KEEP_FW_FW', 'DELETE_FW', 'KEEP_FW_FW'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP'], 'distances': [3.4000000000000004, 4.6000000000000005]}]"
Raw ang accuracy,Daw ang accuracy,Raw ang accuracy,[],"[{'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC'], 'distances': [1]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC'], 'distances': [1]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW'], 'distances': [1]}]"
Na pumanaw din noong Hunyo ,Na pumanaw rin noong Hunyo ,pa na Don,[],"[{'token': 'CCP', 'suggestions': ['SUBSTITUTE_CCP_RBI'], 'distances': [2]}, {'token': 'VBAF', 'suggestions': ['SUBSTITUTE_VBAF_RBW_CCP'], 'distances': [2]}, {'token': 'RBI', 'suggestions': ['SUBSTITUTE_RBI_NNP'], 'distances': [2]}, {'token': 'RBW_CCP', 'suggestions': ['DELETE_RBW_CCP'], 'distances': [2]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP'], 'distances': [2]}]"
Opinyon ko lang naman,Opinyon ko lang naman ito,Opinyon lang naman,[],"[{'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC'], 'distances': [2.2]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS'], 'distances': [2.2]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI'], 'distances': [2.2]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI'], 'distances': [2.2]}]"
sa huli nilang datos nasa ,Sa huli nilang datos nasa ,sa hula galing,[],"[{'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT'], 'distances': [3.4000000000000004]}, {'token': 'RBW', 'suggestions': ['SUBSTITUTE_RBW_NNC'], 'distances': [3.4000000000000004]}, {'token': 'PRP_CCP', 'suggestions': ['SUBSTITUTE_PRP_CCP_RBL'], 'distances': [3.4000000000000004]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC'], 'distances': [3.4000000000000004]}, {'token': 'RBL', 'suggestions': ['DELETE_RBL'], 'distances': [3.4000000000000004]}]"
Magtatampisaw at magbabanlaw lang sana nila umano sa creek,Magtatampisaw at magbabanlaw lang sana sila umano sa creek,aabot mababalik lang nila umano creek,[],"[{'token': 'NNP', 'suggestions': ['DELETE_NNP', 'SUBSTITUTE_NNP_VBTF'], 'distances': [2.2, 3.2]}, {'token': 'CCA', 'suggestions': ['KEEP_CCA_CCA', 'SUBSTITUTE_CCA_VBTF', 'SUBSTITUTE_CCA_RBI', 'SUBSTITUTE_CCA_VBTF'], 'distances': [2.2, 2.2, 3.2, 3.4000000000000004]}, {'token': 'VBTF_VBAF', 'suggestions': ['SUBSTITUTE_VBTF_VBAF_VBTF', 'DELETE_VBTF_VBAF', 'SUBSTITUTE_VBTF_VBAF_VBTF', 'SUBSTITUTE_VBTF_VBAF_PRP', 'DELETE_VBTF_VBAF', 'SUBSTITUTE_VBTF_VBAF_VBTF'], 'distances': [2.2, 2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'SUBSTITUTE_RBI_CCP', 'SUBSTITUTE_RBI_CCT', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI'], 'distances': [2.2, 2.2, 2.4, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'VBS', 'suggestions': ['DELETE_VBS', 'DELETE_VBS', 'DELETE_VBS', 'KEEP_VBS_VBS', 'DELETE_VBS', 'DELETE_VBS', 'SUBSTITUTE_VBS_CCT'], 'distances': [2.2, 2.2, 2.4, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'PRP', 'suggestions': ['KEEP_PRP_PRP', 'KEEP_PRP_PRP', 'KEEP_PRP_PRP', 'DELETE_PRP', 'DELETE_PRP', 'KEEP_PRP_PRP', 'SUBSTITUTE_PRP_NNC'], 'distances': [2.2, 2.2, 2.4, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT'], 'distances': [2.2, 2.4, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'DELETE_CCT'], 'distances': [2.4, 3.4000000000000004, 3.4000000000000004, 3.5999999999999996]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'DELETE_NNC'], 'distances': [3.4000000000000004, 3.5999999999999996]}]"
Pero ginawa ba yun ni Sarah,Pero ginawa ba yun ni Sarah,Pero ginawa yun ni Sarah,[],"[{'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'DELETE_CCT'], 'distances': [3.4000000000000004, 2.2]}, {'token': 'VBOF', 'suggestions': ['KEEP_VBOF_VBOF', 'KEEP_VBOF_VBOF', 'KEEP_VBOF_VBOF'], 'distances': [3.4000000000000004, 1.2, 2.2]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI', 'DELETE_RBI'], 'distances': [3.4000000000000004, 1.2, 2.2]}, {'token': 'PRO', 'suggestions': ['KEEP_PRO_PRO', 'KEEP_PRO_PRO', 'KEEP_PRO_PRO'], 'distances': [3.4000000000000004, 1.2, 2.2]}, {'token': 'DTP', 'suggestions': ['DELETE_DTP', 'KEEP_DTP_DTP', 'KEEP_DTP_DTP'], 'distances': [3.4000000000000004, 1.2, 2.2]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'KEEP_NNP_NNP'], 'distances': [1.2, 2.2]}]"
Marami sa mga pa ligid natin yan,Marami sa mga paligid natin yan,Marami Aeta sa mga ligid,[],"[{'token': 'PRI', 'suggestions': ['KEEP_PRI_PRI', 'KEEP_PRI_PRI', 'KEEP_PRI_PRI'], 'distances': [1.2, 2.4, 3.5999999999999996]}, {'token': 'NNC', 'suggestions': ['INSERT_NNC'], 'distances': [0.8]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [1.2, 3.4000000000000004, 2.4, 4.6000000000000005, 3.5999999999999996]}, {'token': 'DTCP', 'suggestions': ['KEEP_DTCP_DTCP', 'KEEP_DTCP_DTCP', 'SUBSTITUTE_DTCP_PMS_', 'KEEP_DTCP_DTCP', 'KEEP_DTCP_DTCP', 'KEEP_DTCP_DTCP'], 'distances': [1.2, 3.4000000000000004, 4.6000000000000005, 2.4, 4.6000000000000005, 3.5999999999999996]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI', 'SUBSTITUTE_RBI_DTC', 'DELETE_RBI', 'DELETE_RBI', 'DELETE_RBI'], 'distances': [1.2, 3.4000000000000004, 4.6000000000000005, 2.4, 4.6000000000000005, 3.5999999999999996]}, {'token': 'JJD', 'suggestions': ['KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD'], 'distances': [1.2, 3.4000000000000004, 4.6000000000000005, 2.4, 4.6000000000000005, 3.5999999999999996]}, {'token': 'PRP', 'suggestions': ['DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP'], 'distances': [3.4000000000000004, 4.6000000000000005, 2.4, 4.6000000000000005, 3.5999999999999996]}, {'token': 'PRO', 'suggestions': ['DELETE_PRO', 'DELETE_PRO', 'DELETE_PRO'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.5999999999999996]}]"
Marami ang nagulat dahil tahimik lang nila noong una,Marami ang nagulat dahil tahimik lang sila noong una,Laram ang nagulat daw na,[],"[{'token': 'PRI', 'suggestions': ['SUBSTITUTE_PRI_NNC', 'SUBSTITUTE_PRI_NNC'], 'distances': [4.6000000000000005, 5.800000000000001]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'DELETE_DTC'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 4.6000000000000005]}, {'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 5.800000000000001, 4.6000000000000005, 3.5999999999999996]}, {'token': 'CCR', 'suggestions': ['KEEP_CCR_CCR', 'KEEP_CCR_CCR', 'SUBSTITUTE_CCR_RBI', 'SUBSTITUTE_CCR_RBI', 'KEEP_CCR_CCR', 'SUBSTITUTE_CCR_RBI', 'SUBSTITUTE_CCR_RBI'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 3.2, 5.800000000000001, 4.6000000000000005, 3.5999999999999996]}, {'token': 'JJD', 'suggestions': ['DELETE_JJD', 'DELETE_JJD', 'SUBSTITUTE_JJD_RBW_CCP', 'SUBSTITUTE_JJD_RBW_CCP', 'DELETE_JJD', 'SUBSTITUTE_JJD_RBW_CCP', 'SUBSTITUTE_JJD_RBW_CCP'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 3.2, 5.800000000000001, 4.6000000000000005, 3.5999999999999996]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI', 'DELETE_RBI', 'SUBSTITUTE_RBI_CDB', 'DELETE_RBI', 'DELETE_RBI', 'SUBSTITUTE_RBI_CDB'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 3.2, 5.800000000000001, 4.6000000000000005, 3.5999999999999996]}, {'token': 'PRP', 'suggestions': ['DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP'], 'distances': [4.6000000000000005, 3.5999999999999996, 3.2, 5.800000000000001, 4.6000000000000005, 3.5999999999999996]}, {'token': 'RBW_CCP', 'suggestions': ['DELETE_RBW_CCP', 'DELETE_RBW_CCP', 'DELETE_RBW_CCP', 'DELETE_RBW_CCP'], 'distances': [3.5999999999999996, 3.2, 4.6000000000000005, 3.5999999999999996]}, {'token': 'CDB', 'suggestions': ['DELETE_CDB', 'DELETE_CDB'], 'distances': [3.2, 3.5999999999999996]}]"
Hangang hanga sa pamilya Abrenica ang aming mga nakakausap,Hanganghanga sa pamilya Abrenica ang aming mga nakakausap,hanga sa pamilya ang aming,[],"[{'token': 'RBW', 'suggestions': ['DELETE_RBW', 'DELETE_RBW'], 'distances': [2.2, 2.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [2.2, 1.2, 2.2, 2.4]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'SUBSTITUTE_CCT_NNP', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'SUBSTITUTE_CCT_DTC'], 'distances': [2.2, 1.2, 2, 2.2, 2.4, 3]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'KEEP_NNC_NNC', 'SUBSTITUTE_NNC_DTC', 'SUBSTITUTE_NNC_DTC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'SUBSTITUTE_NNC_PRSP_CCP'], 'distances': [2.2, 1.2, 2, 2, 2.2, 2.4, 3]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'DELETE_NNP', 'SUBSTITUTE_NNP_PRSP_CCP', 'SUBSTITUTE_NNP_PRSP_CCP', 'DELETE_NNP', 'DELETE_NNP', 'SUBSTITUTE_NNP_DTCP'], 'distances': [2.2, 1.2, 2, 2, 2.2, 2.4, 3]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_DTCP', 'SUBSTITUTE_DTC_DTCP', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_VBTR'], 'distances': [2.2, 1.2, 2, 2, 2.2, 2.4, 3]}, {'token': 'PRSP_CCP', 'suggestions': ['KEEP_PRSP_CCP_PRSP_CCP', 'DELETE_PRSP_CCP', 'SUBSTITUTE_PRSP_CCP_VBTR', 'KEEP_PRSP_CCP_PRSP_CCP', 'KEEP_PRSP_CCP_PRSP_CCP', 'DELETE_PRSP_CCP'], 'distances': [1.2, 2, 2, 2.2, 2.4, 3]}, {'token': 'DTCP', 'suggestions': ['DELETE_DTCP', 'DELETE_DTCP', 'DELETE_DTCP', 'DELETE_DTCP'], 'distances': [2, 2, 2.4, 3]}, {'token': 'VBTR', 'suggestions': ['DELETE_VBTR', 'DELETE_VBTR'], 'distances': [2, 3]}]"
Sa june  ito magaganap sa bansa,Sa June  ito magaganap sa bansa,wa ito magaganap sa bansa,[],"[{'token': 'CCT', 'suggestions': ['SUBSTITUTE_CCT_RBF', 'SUBSTITUTE_CCT_PRO'], 'distances': [3.4000000000000004, 2]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP', 'SUBSTITUTE_NNP_VBTF'], 'distances': [3.4000000000000004, 1, 2]}, {'token': 'PRO', 'suggestions': ['KEEP_PRO_PRO', 'KEEP_PRO_PRO', 'SUBSTITUTE_PRO_CCT'], 'distances': [3.4000000000000004, 1, 2]}, {'token': 'VBTF', 'suggestions': ['KEEP_VBTF_VBTF', 'KEEP_VBTF_VBTF', 'SUBSTITUTE_VBTF_NNC'], 'distances': [3.4000000000000004, 1, 2]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT'], 'distances': [3.4000000000000004, 1, 2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'DELETE_NNC'], 'distances': [1, 2]}]"
Kagagawa ni Duterte ang pahayag matapos kuwestyunin nina Sens,Ginawa ni Duterte ang pahayag matapos kuwestyunin nina Sens,Kagagawa ni Duterte ang pahayag Sens,[],"[{'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS'], 'distances': [1.2, 2.4]}, {'token': 'DTP', 'suggestions': ['KEEP_DTP_DTP', 'KEEP_DTP_DTP', 'KEEP_DTP_DTP', 'SUBSTITUTE_DTP_NNC'], 'distances': [1.2, 2.4, 2.4, 3]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'SUBSTITUTE_NNP_NNC', 'KEEP_NNP_NNP', 'SUBSTITUTE_NNP_VBW', 'SUBSTITUTE_NNP_NNC'], 'distances': [1.2, 2.4, 2, 2.4, 3, 2]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_VBW', 'DELETE_DTC', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_VBOF', 'SUBSTITUTE_DTC_VBW'], 'distances': [1.2, 2.4, 2, 1, 2.4, 3, 2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'SUBSTITUTE_NNC_VBOF', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'SUBSTITUTE_NNC_DTP', 'SUBSTITUTE_NNC_VBOF'], 'distances': [1.2, 2.4, 2, 1, 2.4, 3, 2]}, {'token': 'VBW', 'suggestions': ['DELETE_VBW', 'DELETE_VBW', 'SUBSTITUTE_VBW_DTP', 'KEEP_VBW_VBW', 'DELETE_VBW', 'DELETE_VBW', 'SUBSTITUTE_VBW_DTP'], 'distances': [1.2, 2.4, 2, 1, 2.4, 3, 2]}, {'token': 'VBOF', 'suggestions': ['DELETE_VBOF', 'DELETE_VBOF', 'KEEP_VBOF_VBOF', 'DELETE_VBOF', 'DELETE_VBOF', 'SUBSTITUTE_VBOF_NNP'], 'distances': [2.4, 2, 1, 2.4, 3, 2]}, {'token': 'DTPP', 'suggestions': ['DELETE_DTPP', 'SUBSTITUTE_DTPP_DTP', 'DELETE_DTPP', 'DELETE_DTPP'], 'distances': [2, 1, 3, 2]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'DELETE_NNP'], 'distances': [1, 2]}]"
Sabi ni Cong,Sabi ni Cong,Sabi ni Cong,[],"[{'token': 'VBS', 'suggestions': ['KEEP_VBS_VBS'], 'distances': [1]}, {'token': 'DTP', 'suggestions': ['KEEP_DTP_DTP'], 'distances': [1]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP'], 'distances': [1]}]"
Totoong totoo SIYA natatawang sabi ni Barbie,Totoong totoo siya natatawang sabi ni Barbie,ay Totoong dinig,[],"[{'token': 'LM', 'suggestions': ['INSERT_LM'], 'distances': [0.8]}, {'token': 'RBT_CCP', 'suggestions': ['KEEP_RBT_CCP_RBT_CCP', 'KEEP_RBT_CCP_RBT_CCP', 'SUBSTITUTE_RBT_CCP_VBTR_CCP'], 'distances': [4.6000000000000005, 5.800000000000001, 4.2]}, {'token': 'RBT', 'suggestions': ['SUBSTITUTE_RBT_VBTR', 'SUBSTITUTE_RBT_NNP', 'SUBSTITUTE_RBT_VBTR', 'SUBSTITUTE_RBT_VBTR_CCP', 'SUBSTITUTE_RBT_DTP'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 3.2, 4.2]}, {'token': 'NNPA', 'suggestions': ['DELETE_NNPA', 'KEEP_NNPA_NNPA', 'DELETE_NNPA', 'DELETE_NNPA', 'SUBSTITUTE_NNPA_DTP', 'SUBSTITUTE_NNPA_NNP'], 'distances': [4.6000000000000005, 4.6000000000000005, 2.2, 5.800000000000001, 3.2, 4.2]}, {'token': 'VBTR_CCP', 'suggestions': ['DELETE_VBTR_CCP', 'KEEP_VBTR_CCP_VBTR_CCP', 'KEEP_VBTR_CCP_VBTR_CCP', 'DELETE_VBTR_CCP', 'SUBSTITUTE_VBTR_CCP_NNP', 'DELETE_VBTR_CCP'], 'distances': [4.6000000000000005, 4.6000000000000005, 2.2, 5.800000000000001, 3.2, 4.2]}, {'token': 'VBS', 'suggestions': ['DELETE_VBS', 'DELETE_VBS', 'DELETE_VBS', 'DELETE_VBS', 'DELETE_VBS', 'DELETE_VBS'], 'distances': [4.6000000000000005, 4.6000000000000005, 2.2, 5.800000000000001, 3.2, 4.2]}, {'token': 'DTP', 'suggestions': ['DELETE_DTP', 'KEEP_DTP_DTP', 'DELETE_DTP', 'DELETE_DTP', 'DELETE_DTP'], 'distances': [4.6000000000000005, 2.2, 5.800000000000001, 3.2, 4.2]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'DELETE_NNP', 'DELETE_NNP'], 'distances': [2.2, 3.2, 4.2]}]"
